author,title,funding,citations,date,link
"Wang, L",Polynomial Lyapunov Functions for Synchronization of Nonlinearly Coupled Complex Networks,Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beihang University Innovation and Practice Fund for Graduate; Tier 1 Singapore Ministry of Education; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust Grant,0,2022,http://dx.doi.org/10.1109/TCYB.2020.2998089
"Liang, QY",Polynomial Lyapunov Functions for Synchronization of Nonlinearly Coupled Complex Networks,Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beihang University Innovation and Practice Fund for Graduate; Tier 1 Singapore Ministry of Education; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust Grant,0,2022,http://dx.doi.org/10.1109/TCYB.2020.2998089
"She, ZK",Polynomial Lyapunov Functions for Synchronization of Nonlinearly Coupled Complex Networks,Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beihang University Innovation and Practice Fund for Graduate; Tier 1 Singapore Ministry of Education; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust Grant,0,2022,http://dx.doi.org/10.1109/TCYB.2020.2998089
"Wang, QG",Polynomial Lyapunov Functions for Synchronization of Nonlinearly Coupled Complex Networks,Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beihang University Innovation and Practice Fund for Graduate; Tier 1 Singapore Ministry of Education; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust Grant,0,2022,http://dx.doi.org/10.1109/TCYB.2020.2998089
"Guan, W",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Perdue, G",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Pesah, A",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Schuld, M",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Terashi, K",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Vallecorsa, S",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Vlimant, JR",Quantum machine learning in high energy physics,"DOE/HEP QuantISED program; Quantum Machine Learning and Quantum Computation Frameworks (QMLQCF); Big Data and Informatics Flagship; BDSS initiative of the University of KwaZulu-Natal; DOE/HEP QuantISED program grant HEP Machine Learning and Optimization Go Quantum; Fermi Research Alliance, LLC; U.S. Department of Energy, Office of Science, Office of High Energy Physics(United States Department of Energy (DOE)); ",14,2021,http://dx.doi.org/10.1088/2632-2153/abc17d
"Toulouse, T",Benchmarking of wildland fire colour segmentation algorithms,,32,2015,http://dx.doi.org/10.1049/iet-ipr.2014.0935
"Rossi, L",Benchmarking of wildland fire colour segmentation algorithms,,32,2015,http://dx.doi.org/10.1049/iet-ipr.2014.0935
"Akhloufi, M",Benchmarking of wildland fire colour segmentation algorithms,,32,2015,http://dx.doi.org/10.1049/iet-ipr.2014.0935
"Celik, T",Benchmarking of wildland fire colour segmentation algorithms,,32,2015,http://dx.doi.org/10.1049/iet-ipr.2014.0935
"Maldague, X",Benchmarking of wildland fire colour segmentation algorithms,,32,2015,http://dx.doi.org/10.1049/iet-ipr.2014.0935
"Zhang, CK",Stability Analysis of Discrete-Time Neural Networks With Time-Varying Delay via an Extended Reciprocally Convex Matrix Inequality,"National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Hubei Provincial Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); 111 Project(Ministry of Education, China - 111 Project)",159,2017,http://dx.doi.org/10.1109/TCYB.2017.2665683
"He, Y",Stability Analysis of Discrete-Time Neural Networks With Time-Varying Delay via an Extended Reciprocally Convex Matrix Inequality,"National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Hubei Provincial Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); 111 Project(Ministry of Education, China - 111 Project)",159,2017,http://dx.doi.org/10.1109/TCYB.2017.2665683
"Jiang, L",Stability Analysis of Discrete-Time Neural Networks With Time-Varying Delay via an Extended Reciprocally Convex Matrix Inequality,"National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Hubei Provincial Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); 111 Project(Ministry of Education, China - 111 Project)",159,2017,http://dx.doi.org/10.1109/TCYB.2017.2665683
"Wang, QG",Stability Analysis of Discrete-Time Neural Networks With Time-Varying Delay via an Extended Reciprocally Convex Matrix Inequality,"National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Hubei Provincial Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); 111 Project(Ministry of Education, China - 111 Project)",159,2017,http://dx.doi.org/10.1109/TCYB.2017.2665683
"Wu, M",Stability Analysis of Discrete-Time Neural Networks With Time-Varying Delay via an Extended Reciprocally Convex Matrix Inequality,"National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Hubei Provincial Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); 111 Project(Ministry of Education, China - 111 Project)",159,2017,http://dx.doi.org/10.1109/TCYB.2017.2665683
"de Armas, J",Similarity in metaheuristics: a gentle step towards a comparison methodology,"Ministry of Science, Innovation and Universities of the Government of Spain AEI/FEDER",5,2022,http://dx.doi.org/10.1007/s11047-020-09837-9
"Lalla-Ruiz, E",Similarity in metaheuristics: a gentle step towards a comparison methodology,"Ministry of Science, Innovation and Universities of the Government of Spain AEI/FEDER",5,2022,http://dx.doi.org/10.1007/s11047-020-09837-9
"Tilahun, SL",Similarity in metaheuristics: a gentle step towards a comparison methodology,"Ministry of Science, Innovation and Universities of the Government of Spain AEI/FEDER",5,2022,http://dx.doi.org/10.1007/s11047-020-09837-9
"Voss, S",Similarity in metaheuristics: a gentle step towards a comparison methodology,"Ministry of Science, Innovation and Universities of the Government of Spain AEI/FEDER",5,2022,http://dx.doi.org/10.1007/s11047-020-09837-9
"Pretorius, CJ",Neuroevolution of Inverted Pendulum Control: A Comparative Study of Simulation Techniques,National Research Foundation (NRF),10,2017,http://dx.doi.org/10.1007/s10846-017-0465-1
"du Plessis, MC",Neuroevolution of Inverted Pendulum Control: A Comparative Study of Simulation Techniques,National Research Foundation (NRF),10,2017,http://dx.doi.org/10.1007/s10846-017-0465-1
"Gonsalves, JW",Neuroevolution of Inverted Pendulum Control: A Comparative Study of Simulation Techniques,National Research Foundation (NRF),10,2017,http://dx.doi.org/10.1007/s10846-017-0465-1
"Manjunath, G",Evolving Network Model That Almost Regenerates Epileptic Data,U.S. National Institute of Neurological Disorders and Stroke(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Neurological Disorders & Stroke (NINDS)),2,2017,http://dx.doi.org/10.1162/NECO_a_00941
"Keet, CM",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"Lawrynowicz, A",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"d'Amato, C",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"Kalousis, A",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"Nguyen, P",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"Palma, R",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
"Stevens, R",The Data Mining OPtimization Ontology,"European Union within FP7 ICT project e-LICO; PARENT-BRIDGE program of Foundation for Polish Science - European Union, Regional Development Fund",39,2015,http://dx.doi.org/10.1016/j.websem.2015.01.001
